STATE,year,type,race,sex,value
RI,2022,MEMBERS,ASIAN,MALE,37
RI,2022,MEMBERS,BLACK,FEMALE,15
RI,2022,MEMBERS,BLACK,MALE,149
RI,2022,MEMBERS,HISPANIC,FEMALE,11
RI,2022,MEMBERS,HISPANIC,MALE,289
RI,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,
RI,2022,MEMBERS,NATIVEHAWAIIAN,MALE,
RI,2022,MEMBERS,TWOORMORERACES,FEMALE,
RI,2022,MEMBERS,TWOORMORERACES,MALE,
RI,2022,MEMBERS,WHITE,FEMALE,165
RI,2022,MEMBERS,WHITE,MALE,2687
RI,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
RI,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
RI,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,
RI,2022,REFERRALAPPLICANTS,ASIAN,MALE,
RI,2022,REFERRALAPPLICANTS,BLACK,FEMALE,4
RI,2022,REFERRALAPPLICANTS,BLACK,MALE,33
RI,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,
RI,2022,REFERRALAPPLICANTS,HISPANIC,MALE,47
RI,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
RI,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
RI,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
RI,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
RI,2022,REFERRALAPPLICANTS,WHITE,FEMALE,19
RI,2022,REFERRALAPPLICANTS,WHITE,MALE,206
RI,2022,REFERRALS,AMERICANINDIAN,FEMALE,
RI,2022,REFERRALS,AMERICANINDIAN,MALE,
RI,2022,REFERRALS,ASIAN,FEMALE,
RI,2022,REFERRALS,ASIAN,MALE,3
RI,2022,REFERRALS,BLACK,FEMALE,
RI,2022,REFERRALS,BLACK,MALE,20
RI,2022,REFERRALS,HISPANIC,FEMALE,
RI,2022,REFERRALS,HISPANIC,MALE,26
RI,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,
RI,2022,REFERRALS,NATIVEHAWAIIAN,MALE,
RI,2022,REFERRALS,TWOORMORERACES,FEMALE,
RI,2022,REFERRALS,TWOORMORERACES,MALE,
RI,2022,REFERRALS,WHITE,FEMALE,7
RI,2022,REFERRALS,WHITE,MALE,166
RI,2022,REFERRED,AMERICANINDIAN,FEMALE,
RI,2022,REFERRED,AMERICANINDIAN,MALE,
RI,2022,REFERRED,ASIAN,FEMALE,
RI,2022,REFERRED,ASIAN,MALE,
RI,2022,REFERRED,BLACK,FEMALE,
RI,2022,REFERRED,BLACK,MALE,19
RI,2022,REFERRED,HISPANIC,FEMALE,
RI,2022,REFERRED,HISPANIC,MALE,22
RI,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,
RI,2022,REFERRED,NATIVEHAWAIIAN,MALE,
RI,2022,REFERRED,TWOORMORERACES,FEMALE,
RI,2022,REFERRED,TWOORMORERACES,MALE,
RI,2022,REFERRED,WHITE,FEMALE,7
RI,2022,REFERRED,WHITE,MALE,128
SC,2022,APPLICANTS,AMERICANINDIAN,FEMALE,
SC,2022,APPLICANTS,AMERICANINDIAN,MALE,
SC,2022,APPLICANTS,ASIAN,FEMALE,
SC,2022,APPLICANTS,ASIAN,MALE,
SC,2022,APPLICANTS,BLACK,FEMALE,31
SC,2022,APPLICANTS,BLACK,MALE,122
SC,2022,APPLICANTS,HISPANIC,FEMALE,11
SC,2022,APPLICANTS,HISPANIC,MALE,174
SC,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
SC,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,
SC,2022,APPLICANTS,TWOORMORERACES,FEMALE,
SC,2022,APPLICANTS,TWOORMORERACES,MALE,
SC,2022,APPLICANTS,WHITE,FEMALE,17
SC,2022,APPLICANTS,WHITE,MALE,91
SC,2022,MEMBERS,AMERICANINDIAN,FEMALE,
SC,2022,MEMBERS,AMERICANINDIAN,MALE,6
SC,2022,MEMBERS,ASIAN,FEMALE,
SC,2022,MEMBERS,ASIAN,MALE,
SC,2022,MEMBERS,BLACK,FEMALE,60
SC,2022,MEMBERS,BLACK,MALE,238
SC,2022,MEMBERS,HISPANIC,FEMALE,22
SC,2022,MEMBERS,HISPANIC,MALE,373
SC,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,
SC,2022,MEMBERS,NATIVEHAWAIIAN,MALE,
SC,2022,MEMBERS,TWOORMORERACES,FEMALE,
SC,2022,MEMBERS,TWOORMORERACES,MALE,21
SC,2022,MEMBERS,WHITE,FEMALE,32
SC,2022,MEMBERS,WHITE,MALE,448
SC,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
SC,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
SC,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,
SC,2022,REFERRALAPPLICANTS,ASIAN,MALE,
SC,2022,REFERRALAPPLICANTS,BLACK,FEMALE,10
SC,2022,REFERRALAPPLICANTS,BLACK,MALE,43
SC,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,6
SC,2022,REFERRALAPPLICANTS,HISPANIC,MALE,48
SC,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
SC,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
SC,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
SC,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
SC,2022,REFERRALAPPLICANTS,WHITE,FEMALE,
SC,2022,REFERRALAPPLICANTS,WHITE,MALE,21
SC,2022,REFERRALS,AMERICANINDIAN,FEMALE,
SC,2022,REFERRALS,AMERICANINDIAN,MALE,
SC,2022,REFERRALS,ASIAN,FEMALE,
SC,2022,REFERRALS,ASIAN,MALE,
SC,2022,REFERRALS,BLACK,FEMALE,7
SC,2022,REFERRALS,BLACK,MALE,75
SC,2022,REFERRALS,HISPANIC,FEMALE,4
SC,2022,REFERRALS,HISPANIC,MALE,132
SC,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,
SC,2022,REFERRALS,NATIVEHAWAIIAN,MALE,
SC,2022,REFERRALS,TWOORMORERACES,FEMALE,
SC,2022,REFERRALS,TWOORMORERACES,MALE,
SC,2022,REFERRALS,WHITE,FEMALE,
SC,2022,REFERRALS,WHITE,MALE,48
SC,2022,REFERRED,AMERICANINDIAN,FEMALE,
SC,2022,REFERRED,AMERICANINDIAN,MALE,
SC,2022,REFERRED,ASIAN,FEMALE,
SC,2022,REFERRED,ASIAN,MALE,
SC,2022,REFERRED,BLACK,FEMALE,8
SC,2022,REFERRED,BLACK,MALE,74
SC,2022,REFERRED,HISPANIC,FEMALE,4
SC,2022,REFERRED,HISPANIC,MALE,123
SC,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,
SC,2022,REFERRED,NATIVEHAWAIIAN,MALE,
SC,2022,REFERRED,TWOORMORERACES,FEMALE,
SC,2022,REFERRED,TWOORMORERACES,MALE,
SC,2022,REFERRED,WHITE,FEMALE,
SC,2022,REFERRED,WHITE,MALE,47
SD,2022,APPLICANTS,AMERICANINDIAN,FEMALE,
SD,2022,APPLICANTS,AMERICANINDIAN,MALE,3
SD,2022,APPLICANTS,ASIAN,FEMALE,
SD,2022,APPLICANTS,ASIAN,MALE,
SD,2022,APPLICANTS,BLACK,FEMALE,
SD,2022,APPLICANTS,BLACK,MALE,6
SD,2022,APPLICANTS,HISPANIC,FEMALE,
SD,2022,APPLICANTS,HISPANIC,MALE,9
SD,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
SD,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,
SD,2022,APPLICANTS,TWOORMORERACES,FEMALE,
SD,2022,APPLICANTS,TWOORMORERACES,MALE,
SD,2022,APPLICANTS,WHITE,FEMALE,
SD,2022,APPLICANTS,WHITE,MALE,76
SD,2022,MEMBERS,AMERICANINDIAN,FEMALE,4
SD,2022,MEMBERS,AMERICANINDIAN,MALE,18
SD,2022,MEMBERS,ASIAN,FEMALE,
SD,2022,MEMBERS,ASIAN,MALE,
SD,2022,MEMBERS,BLACK,FEMALE,
SD,2022,MEMBERS,BLACK,MALE,10
SD,2022,MEMBERS,HISPANIC,FEMALE,
SD,2022,MEMBERS,HISPANIC,MALE,21
SD,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,
SD,2022,MEMBERS,NATIVEHAWAIIAN,MALE,
SD,2022,MEMBERS,TWOORMORERACES,FEMALE,
SD,2022,MEMBERS,TWOORMORERACES,MALE,5
SD,2022,MEMBERS,WHITE,FEMALE,14
SD,2022,MEMBERS,WHITE,MALE,738
SD,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
SD,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,3
SD,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,
SD,2022,REFERRALAPPLICANTS,ASIAN,MALE,
SD,2022,REFERRALAPPLICANTS,BLACK,FEMALE,
SD,2022,REFERRALAPPLICANTS,BLACK,MALE,
SD,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,
SD,2022,REFERRALAPPLICANTS,HISPANIC,MALE,
SD,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
SD,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
SD,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
SD,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
SD,2022,REFERRALAPPLICANTS,WHITE,FEMALE,
SD,2022,REFERRALAPPLICANTS,WHITE,MALE,50
SD,2022,REFERRALS,AMERICANINDIAN,FEMALE,
SD,2022,REFERRALS,AMERICANINDIAN,MALE,
SD,2022,REFERRALS,ASIAN,FEMALE,
SD,2022,REFERRALS,ASIAN,MALE,
SD,2022,REFERRALS,BLACK,FEMALE,
SD,2022,REFERRALS,BLACK,MALE,
SD,2022,REFERRALS,HISPANIC,FEMALE,
SD,2022,REFERRALS,HISPANIC,MALE,3
SD,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,
SD,2022,REFERRALS,NATIVEHAWAIIAN,MALE,
SD,2022,REFERRALS,TWOORMORERACES,FEMALE,
SD,2022,REFERRALS,TWOORMORERACES,MALE,
SD,2022,REFERRALS,WHITE,FEMALE,
SD,2022,REFERRALS,WHITE,MALE,39
SD,2022,REFERRED,AMERICANINDIAN,FEMALE,
SD,2022,REFERRED,AMERICANINDIAN,MALE,
SD,2022,REFERRED,ASIAN,FEMALE,
SD,2022,REFERRED,ASIAN,MALE,
SD,2022,REFERRED,BLACK,FEMALE,
SD,2022,REFERRED,BLACK,MALE,
SD,2022,REFERRED,HISPANIC,FEMALE,
SD,2022,REFERRED,HISPANIC,MALE,
SD,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,
SD,2022,REFERRED,NATIVEHAWAIIAN,MALE,
SD,2022,REFERRED,TWOORMORERACES,FEMALE,
SD,2022,REFERRED,TWOORMORERACES,MALE,
SD,2022,REFERRED,WHITE,FEMALE,
SD,2022,REFERRED,WHITE,MALE,37
TN,2022,APPLICANTS,AMERICANINDIAN,FEMALE,
TN,2022,APPLICANTS,AMERICANINDIAN,MALE,3
TN,2022,APPLICANTS,ASIAN,FEMALE,
TN,2022,APPLICANTS,ASIAN,MALE,4
TN,2022,APPLICANTS,BLACK,FEMALE,71
TN,2022,APPLICANTS,BLACK,MALE,259
TN,2022,APPLICANTS,HISPANIC,FEMALE,46
TN,2022,APPLICANTS,HISPANIC,MALE,421
TN,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
TN,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,
TN,2022,APPLICANTS,TWOORMORERACES,FEMALE,
TN,2022,APPLICANTS,TWOORMORERACES,MALE,10
TN,2022,APPLICANTS,WHITE,FEMALE,147
TN,2022,APPLICANTS,WHITE,MALE,1609
TN,2022,MEMBERS,AMERICANINDIAN,FEMALE,6
TN,2022,MEMBERS,AMERICANINDIAN,MALE,27
TN,2022,MEMBERS,ASIAN,FEMALE,5
TN,2022,MEMBERS,ASIAN,MALE,23
TN,2022,MEMBERS,BLACK,FEMALE,154
TN,2022,MEMBERS,BLACK,MALE,948
TN,2022,MEMBERS,HISPANIC,FEMALE,73
TN,2022,MEMBERS,HISPANIC,MALE,905
TN,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,
TN,2022,MEMBERS,NATIVEHAWAIIAN,MALE,14
TN,2022,MEMBERS,TWOORMORERACES,FEMALE,3
TN,2022,MEMBERS,TWOORMORERACES,MALE,55
TN,2022,MEMBERS,WHITE,FEMALE,738
TN,2022,MEMBERS,WHITE,MALE,13054
TN,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
TN,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,13
TN,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,
TN,2022,REFERRALAPPLICANTS,ASIAN,MALE,3
TN,2022,REFERRALAPPLICANTS,BLACK,FEMALE,38
TN,2022,REFERRALAPPLICANTS,BLACK,MALE,159
TN,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,23
TN,2022,REFERRALAPPLICANTS,HISPANIC,MALE,94
TN,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
TN,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,3
TN,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
TN,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,10
TN,2022,REFERRALAPPLICANTS,WHITE,FEMALE,109
TN,2022,REFERRALAPPLICANTS,WHITE,MALE,1198
TN,2022,REFERRALS,AMERICANINDIAN,FEMALE,
TN,2022,REFERRALS,AMERICANINDIAN,MALE,13
TN,2022,REFERRALS,ASIAN,FEMALE,
TN,2022,REFERRALS,ASIAN,MALE,4
TN,2022,REFERRALS,BLACK,FEMALE,56
TN,2022,REFERRALS,BLACK,MALE,196
TN,2022,REFERRALS,HISPANIC,FEMALE,29
TN,2022,REFERRALS,HISPANIC,MALE,139
TN,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,
TN,2022,REFERRALS,NATIVEHAWAIIAN,MALE,3
TN,2022,REFERRALS,TWOORMORERACES,FEMALE,
TN,2022,REFERRALS,TWOORMORERACES,MALE,9
TN,2022,REFERRALS,WHITE,FEMALE,142
TN,2022,REFERRALS,WHITE,MALE,1446
TN,2022,REFERRED,AMERICANINDIAN,FEMALE,
TN,2022,REFERRED,AMERICANINDIAN,MALE,14
TN,2022,REFERRED,ASIAN,FEMALE,
TN,2022,REFERRED,ASIAN,MALE,4
TN,2022,REFERRED,BLACK,FEMALE,62
TN,2022,REFERRED,BLACK,MALE,235
TN,2022,REFERRED,HISPANIC,FEMALE,30
TN,2022,REFERRED,HISPANIC,MALE,144
TN,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,
TN,2022,REFERRED,NATIVEHAWAIIAN,MALE,3
TN,2022,REFERRED,TWOORMORERACES,FEMALE,9
TN,2022,REFERRED,TWOORMORERACES,MALE,33
TN,2022,REFERRED,WHITE,FEMALE,174
TN,2022,REFERRED,WHITE,MALE,1915
TX,2022,APPLICANTS,AMERICANINDIAN,FEMALE,
TX,2022,APPLICANTS,AMERICANINDIAN,MALE,7
TX,2022,APPLICANTS,ASIAN,FEMALE,8
TX,2022,APPLICANTS,ASIAN,MALE,40
TX,2022,APPLICANTS,BLACK,FEMALE,17
TX,2022,APPLICANTS,BLACK,MALE,311
TX,2022,APPLICANTS,HISPANIC,FEMALE,112
TX,2022,APPLICANTS,HISPANIC,MALE,1852
TX,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
TX,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,4
TX,2022,APPLICANTS,TWOORMORERACES,FEMALE,6
TX,2022,APPLICANTS,TWOORMORERACES,MALE,33
TX,2022,APPLICANTS,WHITE,FEMALE,62
TX,2022,APPLICANTS,WHITE,MALE,1386
TX,2022,MEMBERS,AMERICANINDIAN,FEMALE,
TX,2022,MEMBERS,AMERICANINDIAN,MALE,56
TX,2022,MEMBERS,ASIAN,FEMALE,58
TX,2022,MEMBERS,ASIAN,MALE,431
TX,2022,MEMBERS,BLACK,FEMALE,69
TX,2022,MEMBERS,BLACK,MALE,1790
TX,2022,MEMBERS,HISPANIC,FEMALE,302
TX,2022,MEMBERS,HISPANIC,MALE,9064
TX,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,
TX,2022,MEMBERS,NATIVEHAWAIIAN,MALE,10
TX,2022,MEMBERS,TWOORMORERACES,FEMALE,4
TX,2022,MEMBERS,TWOORMORERACES,MALE,164
TX,2022,MEMBERS,WHITE,FEMALE,266
TX,2022,MEMBERS,WHITE,MALE,13960
TX,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
TX,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
TX,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,
TX,2022,REFERRALAPPLICANTS,ASIAN,MALE,20
TX,2022,REFERRALAPPLICANTS,BLACK,FEMALE,7
TX,2022,REFERRALAPPLICANTS,BLACK,MALE,222
TX,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,110
TX,2022,REFERRALAPPLICANTS,HISPANIC,MALE,930
TX,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
TX,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,5
TX,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
TX,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,8
TX,2022,REFERRALAPPLICANTS,WHITE,FEMALE,21
TX,2022,REFERRALAPPLICANTS,WHITE,MALE,908
TX,2022,REFERRALS,AMERICANINDIAN,FEMALE,
TX,2022,REFERRALS,AMERICANINDIAN,MALE,6
TX,2022,REFERRALS,ASIAN,FEMALE,
TX,2022,REFERRALS,ASIAN,MALE,18
TX,2022,REFERRALS,BLACK,FEMALE,13
TX,2022,REFERRALS,BLACK,MALE,253
TX,2022,REFERRALS,HISPANIC,FEMALE,35
TX,2022,REFERRALS,HISPANIC,MALE,1184
TX,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,
TX,2022,REFERRALS,NATIVEHAWAIIAN,MALE,4
TX,2022,REFERRALS,TWOORMORERACES,FEMALE,
TX,2022,REFERRALS,TWOORMORERACES,MALE,14
TX,2022,REFERRALS,WHITE,FEMALE,64
TX,2022,REFERRALS,WHITE,MALE,1433
TX,2022,REFERRED,AMERICANINDIAN,FEMALE,
TX,2022,REFERRED,AMERICANINDIAN,MALE,6
TX,2022,REFERRED,ASIAN,FEMALE,
TX,2022,REFERRED,ASIAN,MALE,17
TX,2022,REFERRED,BLACK,FEMALE,11
TX,2022,REFERRED,BLACK,MALE,264
TX,2022,REFERRED,HISPANIC,FEMALE,38
TX,2022,REFERRED,HISPANIC,MALE,1188
TX,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,
TX,2022,REFERRED,NATIVEHAWAIIAN,MALE,4
TX,2022,REFERRED,TWOORMORERACES,FEMALE,
TX,2022,REFERRED,TWOORMORERACES,MALE,12
TX,2022,REFERRED,WHITE,FEMALE,51
TX,2022,REFERRED,WHITE,MALE,1325
UT,2022,APPLICANTS,AMERICANINDIAN,FEMALE,3
UT,2022,APPLICANTS,AMERICANINDIAN,MALE,19
UT,2022,APPLICANTS,ASIAN,FEMALE,
UT,2022,APPLICANTS,ASIAN,MALE,12
UT,2022,APPLICANTS,BLACK,FEMALE,
UT,2022,APPLICANTS,BLACK,MALE,13
UT,2022,APPLICANTS,HISPANIC,FEMALE,10
UT,2022,APPLICANTS,HISPANIC,MALE,316
UT,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,4
UT,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,16
UT,2022,APPLICANTS,TWOORMORERACES,FEMALE,
UT,2022,APPLICANTS,TWOORMORERACES,MALE,18
UT,2022,APPLICANTS,WHITE,FEMALE,35
UT,2022,APPLICANTS,WHITE,MALE,562
UT,2022,MEMBERS,AMERICANINDIAN,FEMALE,21
UT,2022,MEMBERS,AMERICANINDIAN,MALE,191
UT,2022,MEMBERS,ASIAN,FEMALE,5
UT,2022,MEMBERS,ASIAN,MALE,125
UT,2022,MEMBERS,BLACK,FEMALE,
UT,2022,MEMBERS,BLACK,MALE,97
UT,2022,MEMBERS,HISPANIC,FEMALE,31
UT,2022,MEMBERS,HISPANIC,MALE,1582
UT,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,9
UT,2022,MEMBERS,NATIVEHAWAIIAN,MALE,73
UT,2022,MEMBERS,TWOORMORERACES,FEMALE,6
UT,2022,MEMBERS,TWOORMORERACES,MALE,88
UT,2022,MEMBERS,WHITE,FEMALE,132
UT,2022,MEMBERS,WHITE,MALE,6722
UT,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,3
UT,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,12
UT,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,
UT,2022,REFERRALAPPLICANTS,ASIAN,MALE,
UT,2022,REFERRALAPPLICANTS,BLACK,FEMALE,
UT,2022,REFERRALAPPLICANTS,BLACK,MALE,5
UT,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,4
UT,2022,REFERRALAPPLICANTS,HISPANIC,MALE,52
UT,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,5
UT,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,4
UT,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
UT,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,4
UT,2022,REFERRALAPPLICANTS,WHITE,FEMALE,6
UT,2022,REFERRALAPPLICANTS,WHITE,MALE,169
UT,2022,REFERRALS,AMERICANINDIAN,FEMALE,8
UT,2022,REFERRALS,AMERICANINDIAN,MALE,22
UT,2022,REFERRALS,ASIAN,FEMALE,
UT,2022,REFERRALS,ASIAN,MALE,7
UT,2022,REFERRALS,BLACK,FEMALE,
UT,2022,REFERRALS,BLACK,MALE,7
UT,2022,REFERRALS,HISPANIC,FEMALE,10
UT,2022,REFERRALS,HISPANIC,MALE,159
UT,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,4
UT,2022,REFERRALS,NATIVEHAWAIIAN,MALE,4
UT,2022,REFERRALS,TWOORMORERACES,FEMALE,
UT,2022,REFERRALS,TWOORMORERACES,MALE,7
UT,2022,REFERRALS,WHITE,FEMALE,19
UT,2022,REFERRALS,WHITE,MALE,485
UT,2022,REFERRED,AMERICANINDIAN,FEMALE,8
UT,2022,REFERRED,AMERICANINDIAN,MALE,22
UT,2022,REFERRED,ASIAN,FEMALE,
UT,2022,REFERRED,ASIAN,MALE,7
UT,2022,REFERRED,BLACK,FEMALE,
UT,2022,REFERRED,BLACK,MALE,7
UT,2022,REFERRED,HISPANIC,FEMALE,10
UT,2022,REFERRED,HISPANIC,MALE,160
UT,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,4
UT,2022,REFERRED,NATIVEHAWAIIAN,MALE,4
UT,2022,REFERRED,TWOORMORERACES,FEMALE,
UT,2022,REFERRED,TWOORMORERACES,MALE,7
UT,2022,REFERRED,WHITE,FEMALE,19
UT,2022,REFERRED,WHITE,MALE,520
VA,2022,APPLICANTS,AMERICANINDIAN,FEMALE,
VA,2022,APPLICANTS,AMERICANINDIAN,MALE,4
VA,2022,APPLICANTS,ASIAN,FEMALE,
VA,2022,APPLICANTS,ASIAN,MALE,3
VA,2022,APPLICANTS,BLACK,FEMALE,41
VA,2022,APPLICANTS,BLACK,MALE,239
VA,2022,APPLICANTS,HISPANIC,FEMALE,20
VA,2022,APPLICANTS,HISPANIC,MALE,72
VA,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
VA,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,
VA,2022,APPLICANTS,TWOORMORERACES,FEMALE,
VA,2022,APPLICANTS,TWOORMORERACES,MALE,
VA,2022,APPLICANTS,WHITE,FEMALE,90
VA,2022,APPLICANTS,WHITE,MALE,365
VA,2022,MEMBERS,AMERICANINDIAN,FEMALE,6
VA,2022,MEMBERS,AMERICANINDIAN,MALE,26
VA,2022,MEMBERS,ASIAN,FEMALE,5
VA,2022,MEMBERS,ASIAN,MALE,37
VA,2022,MEMBERS,BLACK,FEMALE,216
VA,2022,MEMBERS,BLACK,MALE,1891
VA,2022,MEMBERS,HISPANIC,FEMALE,156
VA,2022,MEMBERS,HISPANIC,MALE,628
VA,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,
VA,2022,MEMBERS,NATIVEHAWAIIAN,MALE,10
VA,2022,MEMBERS,TWOORMORERACES,FEMALE,22
VA,2022,MEMBERS,TWOORMORERACES,MALE,82
VA,2022,MEMBERS,WHITE,FEMALE,207
VA,2022,MEMBERS,WHITE,MALE,4084
VA,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,3
VA,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
VA,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,
VA,2022,REFERRALAPPLICANTS,ASIAN,MALE,3
VA,2022,REFERRALAPPLICANTS,BLACK,FEMALE,71
VA,2022,REFERRALAPPLICANTS,BLACK,MALE,104
VA,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,130
VA,2022,REFERRALAPPLICANTS,HISPANIC,MALE,283
VA,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
VA,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
VA,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
VA,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
VA,2022,REFERRALAPPLICANTS,WHITE,FEMALE,76
VA,2022,REFERRALAPPLICANTS,WHITE,MALE,261
VA,2022,REFERRALS,AMERICANINDIAN,FEMALE,3
VA,2022,REFERRALS,AMERICANINDIAN,MALE,
VA,2022,REFERRALS,ASIAN,FEMALE,
VA,2022,REFERRALS,ASIAN,MALE,4
VA,2022,REFERRALS,BLACK,FEMALE,71
VA,2022,REFERRALS,BLACK,MALE,118
VA,2022,REFERRALS,HISPANIC,FEMALE,134
VA,2022,REFERRALS,HISPANIC,MALE,302
VA,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,
VA,2022,REFERRALS,NATIVEHAWAIIAN,MALE,
VA,2022,REFERRALS,TWOORMORERACES,FEMALE,
VA,2022,REFERRALS,TWOORMORERACES,MALE,
VA,2022,REFERRALS,WHITE,FEMALE,78
VA,2022,REFERRALS,WHITE,MALE,335
VA,2022,REFERRED,AMERICANINDIAN,FEMALE,3
VA,2022,REFERRED,AMERICANINDIAN,MALE,
VA,2022,REFERRED,ASIAN,FEMALE,
VA,2022,REFERRED,ASIAN,MALE,4
VA,2022,REFERRED,BLACK,FEMALE,71
VA,2022,REFERRED,BLACK,MALE,121
VA,2022,REFERRED,HISPANIC,FEMALE,134
VA,2022,REFERRED,HISPANIC,MALE,309
VA,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,
VA,2022,REFERRED,NATIVEHAWAIIAN,MALE,
VA,2022,REFERRED,TWOORMORERACES,FEMALE,
VA,2022,REFERRED,TWOORMORERACES,MALE,
VA,2022,REFERRED,WHITE,FEMALE,79
VA,2022,REFERRED,WHITE,MALE,401
VT,2022,APPLICANTS,AMERICANINDIAN,FEMALE,
VT,2022,APPLICANTS,AMERICANINDIAN,MALE,
VT,2022,APPLICANTS,ASIAN,FEMALE,
VT,2022,APPLICANTS,ASIAN,MALE,
